dm10849 FBgn0058122
dm10336 FBgn0030313
dm10335 FBgn0036188
dm10334 FBgn0037797
dm10332 FBgn0035008
dm10331 FBgn0036237
dm10330 FBgn0032345
dm11403 FBgn0034893
dm12133 FBgn0026878
dm10338 FBgn0058155
dm12545 FBgn0033268
dm11188 FBgn0039859
dm9755 FBgn0034259
dm11522 FBgn0050178
dm8830 FBgn0051647
dm9756 FBgn0031163
dm5273 FBgn0004841
dm13504 FBgn0020639
dm9757 FBgn0050428
dm5272 FBgn0035776
dm9750 FBgn0037889
dm2478 FBgn0010100
dm12132 FBgn0051676
dm9751 FBgn0039485
dm4546 FBgn0038803
dm9752 FBgn0033140
dm9704 FBgn0004171
dm11525 FBgn0037326
dm5277 FBgn0035265
dm5276 FBgn0033932
dm11401 FBgn0032431
dm12131 FBgn0032868
dm5274 FBgn0040625
dm4547 FBgn0031604
dm4740 FBgn0052732
dm4741 FBgn0034971
dm4742 FBgn0035006
dm4744 FBgn0033402
dm4745 FBgn0038291
dm4748 FBgn0038638
dm4749 FBgn0034434
dm1514 FBgn0034005
dm1515 FBgn0039908
dm1512 FBgn0030685
dm2559 FBgn0005616
dm13736 FBgn0053494
dm13734 FBgn0050354
dm2558 FBgn0262125
dm13732 FBgn0030908
dm13733 FBgn0051830
dm13730 FBgn0040813
dm13731 FBgn0032429
dm4544 FBgn0023083
dm13738 FBgn0038756
dm5369 FBgn0039817
dm7209 FBgn0027364
dm11527 FBgn0082704
dm5625 FBgn0033048
dm7200 FBgn0025335
dm7201 FBgn0051908
dm7202 FBgn0029521
dm7203 FBgn0034727
dm7204 FBgn0032981
dm7205 FBgn0052591
dm7206 FBgn0040528
dm7207 FBgn0037574
dm932 FBgn0004509
dm933 FBgn0036043
dm930 FBgn0035689
dm936 FBgn0000287
dm937 FBgn0028647
dm935 FBgn0051989
dm3910 FBgn0039911
dm3911 FBgn0050360
dm938 FBgn0037924
dm939 FBgn0035347
dm3914 FBgn0031042
dm3916 FBgn0053517
dm3917 FBgn0010417
dm11526 FBgn0037514
dm5622 FBgn0032402
dm8143 FBgn0032285
dm2359 FBgn0039812
dm2358 FBgn0004379
dm26 FBgn0037726
dm2351 FBgn0043900
dm2352 FBgn0035136
dm2355 FBgn0032435
dm2354 FBgn0037073
dm2357 FBgn0039656
dm2356 FBgn0262509
dm13503 FBgn0031403
dm2479 FBgn0033454
dm12135 FBgn0052801
dm7443 FBgn0021825
dm11585 FBgn0004908
dm12134 FBgn0026175
dm7445 FBgn0029914
dm12177 FBgn0051415
dm12176 FBgn0051419
dm12174 FBgn0069977
dm12172 FBgn0035082
dm12171 FBgn0029752
dm12170 FBgn0086847
dm12179 FBgn0034293
dm12178 FBgn0250840
dm8024 FBgn0037024
dm3006 FBgn0053310
dm3007 FBgn0036329
dm3004 FBgn0027549
dm3005 FBgn0034251
dm3003 FBgn0032249
dm3001 FBgn0034158
dm11859 FBgn0034820
dm11858 FBgn0051813
dm11677 FBgn0036822
dm11676 FBgn0250834
dm5950 FBgn0036491
dm11670 FBgn0064426
dm3008 FBgn0037727
dm3009 FBgn0037255
dm208 FBgn0034987
dm209 FBgn0085436
dm204 FBgn0051048
dm205 FBgn0261922
dm206 FBgn0028675
dm207 FBgn0004198
dm200 FBgn0011722
dm201 FBgn0001315
dm202 FBgn0038344
dm203 FBgn0031118
dm1028 FBgn0052719
dm6638 FBgn0035911
dm6639 FBgn0035544
dm6636 FBgn0051436
dm6637 FBgn0051104
dm6634 FBgn0031986
dm6635 FBgn0051279
dm4280 FBgn0015245
dm6633 FBgn0263490
dm6630 FBgn0051102
dm6631 FBgn0027513
dm5988 FBgn0035490
dm5985 FBgn0051524
dm5984 FBgn0029754
dm5987 FBgn0053303
dm5986 FBgn0026585
dm5983 FBgn0261563
dm6988 FBgn0003129
dm6989 FBgn0033830
dm6980 FBgn0260479
dm6981 FBgn0027538
dm6983 FBgn0033702
dm6985 FBgn0026393
dm6986 FBgn0037107
dm6987 FBgn0051344
dm9881 FBgn0036620
dm5363 FBgn0037010
dm13742 FBgn0031176
dm13797 FBgn0031561
dm10108 FBgn0058367
dm10109 FBgn0024330
dm10104 FBgn0035238
dm10105 FBgn0026592
dm10106 FBgn0038737
dm10107 FBgn0052983
dm10101 FBgn0051249
dm10103 FBgn0039228
dm13741 FBgn0035259
dm9883 FBgn0035666
dm7859 FBgn0033883
dm7858 FBgn0052494
dm7589 FBgn0034661
dm7587 FBgn0008651
dm7586 FBgn0032049
dm7585 FBgn0028988
dm7584 FBgn0036941
dm7583 FBgn0033421
dm7582 FBgn0034921
dm7581 FBgn0000229
dm7580 FBgn0039860
dm8898 FBgn0037938
dm4177 FBgn0031011
dm4176 FBgn0027083
dm4175 FBgn0023169
dm4174 FBgn0033326
dm4173 FBgn0035890
dm4172 FBgn0029662
dm4171 FBgn0013263
dm4170 FBgn0005683
dm4179 FBgn0033323
dm4974 FBgn0023542
dm1181 FBgn0260934
dm1182 FBgn0030757
dm1185 FBgn0260749
dm1184 FBgn0038953
dm1187 FBgn0032633
dm1186 FBgn0033438
dm1189 FBgn0034022
dm4972 FBgn0031452
dm13354 FBgn0031580
dm13744 FBgn0031751
dm8146 FBgn0261934
dm11033 FBgn0262518
dm5409 FBgn0261396
dm11032 FBgn0035640
dm8104 FBgn0034910
dm4971 FBgn0015040
dm11030 FBgn0039099
dm11037 FBgn0033677
dm12739 FBgn0029707
dm11036 FBgn0039868
dm2984 FBgn0031490
dm2985 FBgn0262573
dm2986 FBgn0038072
dm2987 FBgn0024250
dm2980 FBgn0032934
dm2982 FBgn0036935
dm2983 FBgn0068523
dm2638 FBgn0037153
dm2639 FBgn0036125
dm2988 FBgn0026255
dm2989 FBgn0051638
dm4686 FBgn0035645
dm13038 FBgn0068165
dm13035 FBgn0051882
dm13034 FBgn0032708
dm13037 FBgn0019936
dm13036 FBgn0031830
dm13031 FBgn0030160
dm13030 FBgn0051950
dm13033 FBgn0031429
dm1725 FBgn0034572
dm1726 FBgn0001987
dm1721 FBgn0032116
dm1720 FBgn0051314
dm1723 FBgn0262139
dm1722 FBgn0010114
dm12612 FBgn0003714
dm12613 FBgn0001281
dm12610 FBgn0036590
dm12611 FBgn0010078
dm1729 FBgn0004652
dm1728 FBgn0028369
dm12615 FBgn0023530
dm9530 FBgn0069056
dm9531 FBgn0041004
dm8079 FBgn0030675
dm9535 FBgn0038516
dm9536 FBgn0030041
dm9537 FBgn0031907
dm9539 FBgn0030543
dm2189 FBgn0005619
dm2185 FBgn0027579
dm2186 FBgn0029843
dm2180 FBgn0033738
dm2181 FBgn0039804
dm2182 FBgn0050420
dm2183 FBgn0023508
dm5512 FBgn0031638
dm5513 FBgn0021872
dm11462 FBgn0030389
dm5511 FBgn0033663
dm4570 FBgn0031191
dm13351 FBgn0034700
dm5517 FBgn0031851
dm9628 FBgn0029687
dm8075 FBgn0052650
dm13691 FBgn0040566
dm13690 FBgn0030621
dm13693 FBgn0058339
dm13692 FBgn0038512
dm13695 FBgn0052252
dm13697 FBgn0261514
dm13696 FBgn0069937
dm13698 FBgn0040833
dm3583 FBgn0260746
dm3582 FBgn0034418
dm3581 FBgn0028577
dm3587 FBgn0034674
dm3586 FBgn0029666
dm3585 FBgn0259824
dm3584 FBgn0035027
dm3589 FBgn0029999
dm3588 FBgn0050446
dm7596 FBgn0004897
dm7597 FBgn0051948
dm7598 FBgn0023540
dm7599 FBgn0024542
dm9246 FBgn0037414
dm13969 FBgn0058085
dm13968 FBgn0052083
dm7079 FBgn0025777
dm9247 FBgn0015801
dm13963 FBgn0040773
dm13962 FBgn0040816
dm13961 FBgn0040895
dm7074 FBgn0034865
dm13967 FBgn0011706
dm9244 FBgn0213349
dm13965 FBgn0030136
dm13964 FBgn0011694
dm9245 FBgn0031143
dm3769 FBgn0030725
dm3768 FBgn0261808
dm9242 FBgn0037411
dm3765 FBgn0039601
dm3764 FBgn0010397
dm3763 FBgn0036568
dm3761 FBgn0010414
dm9243 FBgn0032358
dm11424 FBgn0031663
dm9240 FBgn0038481
dm9241 FBgn0050338
dm4506 FBgn0030852
dm13611 FBgn0058172
dm13610 FBgn0051840
dm4911 FBgn0027057
dm4910 FBgn0039155
dm4915 FBgn0051015
dm13613 FBgn0040763
dm4917 FBgn0041156
dm4916 FBgn0027074
dm11990 FBgn0038420
dm11991 FBgn0030181
dm11994 FBgn0035422
dm11995 FBgn0030025
dm11996 FBgn0039373
dm11998 FBgn0031753
dm11999 FBgn0033378
dm8849 FBgn0050339
dm9939 FBgn0038334
dm8848 FBgn0032075
dm13617 FBgn0050093
dm4405 FBgn0030456
dm13616 FBgn0038643
dm11426 FBgn0031103
dm5004 FBgn0036751
dm5005 FBgn0260386
dm5006 FBgn0035976
dm3608 FBgn0050496
dm7468 FBgn0038049
dm7469 FBgn0033404
dm8842 FBgn0042111
dm7464 FBgn0035697
dm7465 FBgn0031134
dm7466 FBgn0031650
dm7467 FBgn0035656
dm7460 FBgn0036691
dm7463 FBgn0051253
dm11198 FBgn0052298
dm11199 FBgn0030088
dm8588 FBgn0040153
dm8589 FBgn0039970
dm5002 FBgn0002174
dm8582 FBgn0029975
dm8583 FBgn0034794
dm8581 FBgn0030873
dm11194 FBgn0031719
dm8587 FBgn0051244
dm8584 FBgn0036416
dm8585 FBgn0029962
dm10822 FBgn0058166
dm10820 FBgn0033885
dm10827 FBgn0086655
dm10825 FBgn0032731
dm10824 FBgn0004781
dm10829 FBgn0029590
dm10828 FBgn0052946
dm12566 FBgn0039678
dm11961 FBgn0030572
dm3500 FBgn0039210
dm9620 FBgn0032251
dm13414 FBgn0038148
dm11960 FBgn0030277
dm3507 FBgn0037443
dm11963 FBgn0052254
dm5535 FBgn0035555
dm8056 FBgn0031472
dm8057 FBgn0031252
dm8050 FBgn0052537
dm8051 FBgn0037902
dm8052 FBgn0037370
dm8053 FBgn0031229
dm11421 FBgn0037940
dm11448 FBgn0051206
dm11449 FBgn0038369
dm8058 FBgn0030997
dm8059 FBgn0033501
dm8729 FBgn0030995
dm11967 FBgn0031074
dm12979 FBgn0262477
dm12977 FBgn0033798
dm12975 FBgn0035148
dm12974 FBgn0029785
dm12973 FBgn0029700
dm12972 FBgn0038185
dm12971 FBgn0030982
dm12970 FBgn0034268
dm6845 FBgn0008636
dm6844 FBgn0030174
dm6847 FBgn0042205
dm6846 FBgn0031972
dm6841 FBgn0052079
dm6840 FBgn0035179
dm6843 FBgn0029969
dm12568 FBgn0004431
dm6849 FBgn0023130
dm6848 FBgn0028436
dm8145 FBgn0067628
dm8628 FBgn0031003
dm4539 FBgn0045627
dm5580 FBgn0035470
dm4538 FBgn0036040
dm4537 FBgn0024998
dm11423 FBgn0263132
dm4536 FBgn0034214
dm12569 FBgn0052023
dm4535 FBgn0029955
dm9623 FBgn0036920
dm4388 FBgn0035642
dm4534 FBgn0000577
dm6507 FBgn0259923
dm4533 FBgn0011211
dm4531 FBgn0262733
dm13477 FBgn0038356
dm768 FBgn0032798
dm6501 FBgn0086680
dm10310 FBgn0040032
dm10313 FBgn0052407
dm10312 FBgn0032065
dm5585 FBgn0259683
dm10314 FBgn0002652
dm10317 FBgn0037563
dm10316 FBgn0030082
dm10318 FBgn0063499
dm13723 FBgn0058290
dm11870 FBgn0034535
dm12472 FBgn0035541
dm4386 FBgn0032131
dm12473 FBgn0010295
dm9626 FBgn0029943
dm4387 FBgn0004573
dm12470 FBgn0013300
dm2627 FBgn0033259
dm12471 FBgn0038161
dm12477 FBgn0046875
dm9627 FBgn0032810
dm6709 FBgn0015350
dm1539 FBgn0032069
dm4728 FBgn0052201
dm4729 FBgn0010750
dm4722 FBgn0038733
dm4723 FBgn0053095
dm4720 FBgn0260741
dm4721 FBgn0037657
dm4724 FBgn0036520
dm4725 FBgn0032825
dm7262 FBgn0038621
dm7263 FBgn0053511
dm7260 FBgn0053509
dm7261 FBgn0033363
dm7266 FBgn0041706
dm7264 FBgn0042207
dm7265 FBgn0037217
dm7269 FBgn0037591
dm6703 FBgn0086909
dm3973 FBgn0034002
dm3976 FBgn0085424
dm3977 FBgn0000316
dm3974 FBgn0011236
dm3978 FBgn0004514
dm3979 FBgn0029950
dm918 FBgn0033052
dm919 FBgn0003861
dm911 FBgn0033998
dm912 FBgn0052767
dm914 FBgn0037445
dm915 FBgn0002872
dm916 FBgn0024366
dm917 FBgn0039157
dm12445 FBgn0002736
dm6150 FBgn0039522
dm6157 FBgn0027565
dm6156 FBgn0037347
dm5903 FBgn0039246
dm6155 FBgn0027514
dm6154 FBgn0031451
dm5837 FBgn0050274
dm4184 FBgn0015838
dm11407 FBgn0058153
dm9026 FBgn0033761
dm3178 FBgn0032969
dm3553 FBgn0001216
dm3396 FBgn0032880
dm3397 FBgn0031756
dm3394 FBgn0002941
dm3395 FBgn0039084
dm3392 FBgn0033762
dm3393 FBgn0016660
dm3390 FBgn0038140
dm3391 FBgn0033633
dm11500 FBgn0036585
dm3398 FBgn0031347
dm3399 FBgn0052392
dm12151 FBgn0040706
dm12153 FBgn0030479
dm12152 FBgn0030983
dm12155 FBgn0039405
dm12154 FBgn0260468
dm12157 FBgn0026174
dm12408 FBgn0033238
dm12159 FBgn0261260
dm12158 FBgn0052712
dm12405 FBgn0036600
dm12404 FBgn0036439
dm12403 FBgn0034138
dm12402 FBgn0072333
dm12401 FBgn0036441
dm12400 FBgn0052595
dm5167 FBgn0018304
dm2373 FBgn0015399
dm2371 FBgn0028387
dm2377 FBgn0027560
dm2376 FBgn0032748
dm2375 FBgn0028491
dm2374 FBgn0000114
dm2378 FBgn0039668
dm3020 FBgn0002924
dm3021 FBgn0039261
dm3022 FBgn0052944
dm3023 FBgn0039613
dm3024 FBgn0034566
dm3026 FBgn0031265
dm3027 FBgn0023444
dm3028 FBgn0027607
dm3029 FBgn0021767
dm11831 FBgn0002734
dm11830 FBgn0038242
dm11837 FBgn0030494
dm8910 FBgn0050429
dm8265 FBgn0260459
dm11834 FBgn0037773
dm268 FBgn0031990
dm269 FBgn0082831
dm263 FBgn0004391
dm260 FBgn0004656
dm261 FBgn0031023
dm266 FBgn0033159
dm267 FBgn0035237
dm265 FBgn0000581
dm4954 FBgn0039429
dm6619 FBgn0042175
dm6619 FBgn0051683
dm1928 FBgn0039451
dm6610 FBgn0038548
dm6612 FBgn0033122
dm6613 FBgn0039943
dm6614 FBgn0051453
dm6615 FBgn0030717
dm6617 FBgn0051089
dm11839 FBgn0038124
dm4700 FBgn0036258
dm10785 FBgn0038377
dm10339 FBgn0032682
dm11838 FBgn0027095
dm5309 FBgn0015907
dm1880 FBgn0053172
dm1881 FBgn0039010
dm1882 FBgn0038814
dm1883 FBgn0036018
dm1884 FBgn0032497
dm1885 FBgn0010488
dm1886 FBgn0027589
dm1887 FBgn0053653
dm1888 FBgn0030506
dm1889 FBgn0051999
dm7927 FBgn0037472
dm10048 FBgn0259822
dm4951 FBgn0031519
dm5308 FBgn0040017
dm10126 FBgn0067921
dm10124 FBgn0039504
dm10125 FBgn0004179
dm10122 FBgn0035816
dm10123 FBgn0029642
dm10120 FBgn0016926
dm10121 FBgn0052939
dm10121 FBgn0037731
dm10128 FBgn0053459
dm5804 FBgn0030012
dm24 FBgn0261574
dm8348 FBgn0001091
dm4950 FBgn0037578
dm12264 FBgn0029868
dm22 FBgn0037808
dm7877 FBgn0029892
dm7876 FBgn0039796
dm7875 FBgn0038144
dm7874 FBgn0261871
dm7873 FBgn0086675
dm7871 FBgn0026409
dm7870 FBgn0037822
dm4251 FBgn0001269
dm13724 FBgn0044511
dm5306 FBgn0034479
dm13273 FBgn0052405
dm4110 FBgn0028878
dm4112 FBgn0037895
dm29 FBgn0261260
dm4117 FBgn0037645
dm4116 FBgn0050418
dm4119 FBgn0261086
dm4118 FBgn0034494
dm12716 FBgn0259211
dm5304 FBgn0038268
dm4505 FBgn0037553
dm13871 FBgn0016726
dm12715 FBgn0052198
dm13870 FBgn0033721
dm13873 FBgn0040735
dm13872 FBgn0261791
dm13874 FBgn0040812
dm13877 FBgn0061198
dm5629 FBgn0010315
dm5302 FBgn0001325
dm5301 FBgn0053205
dm9080 FBgn0039395
dm9081 FBgn0015621
dm9082 FBgn0004832
dm9083 FBgn0034583
dm9085 FBgn0037933
dm9738 FBgn0010531
dm9739 FBgn0028693
dm9736 FBgn0051324
dm9737 FBgn0051546
dm9734 FBgn0037183
dm9735 FBgn0013718
dm9732 FBgn0037765
dm9733 FBgn0031974
dm9730 FBgn0261394
dm5803 FBgn0032401
dm2618 FBgn0032891
dm2619 FBgn0016917
dm2968 FBgn0035010
dm2969 FBgn0033149
dm2615 FBgn0030680
dm2617 FBgn0028497
dm2611 FBgn0031885
dm2612 FBgn0033958
dm2613 FBgn0050049
dm2647 FBgn0031655
dm11836 FBgn0067318
dm107 FBgn0029688
dm1709 FBgn0002707
dm1708 FBgn0036186
dm1707 FBgn0025355
dm1703 FBgn0259171
dm1702 FBgn0003638
dm1701 FBgn0008635
dm1700 FBgn0035880
dm9888 FBgn0028932
dm9889 FBgn0037713
dm9558 FBgn0025645
dm9559 FBgn0038484
dm9552 FBgn0043470
dm9553 FBgn0039202
dm9882 FBgn0053461
dm9551 FBgn0038852
dm9884 FBgn0038002
dm9887 FBgn0035754
dm11835 FBgn0037782
dm5399 FBgn0083992
dm11564 FBgn0036359
dm5390 FBgn0037960
dm5391 FBgn0052053
dm5392 FBgn0037386
dm5393 FBgn0015036
dm5394 FBgn0014863
dm11567 FBgn0032334
dm5397 FBgn0030615
dm14046 FBgn0032998
dm14041 FBgn0002862
dm11560 FBgn0038632
dm11110 FBgn0038871
dm12626 FBgn0037562
dm14043 FBgn0263115
dm11111 FBgn0051851
dm14042 FBgn0051316
dm5820 FBgn0052320
dm5821 FBgn0031208
dm8506 FBgn0029745
dm2648 FBgn0002932
dm11115 FBgn0038602
dm5699 FBgn0005664
dm5824 FBgn0020655
dm14049 FBgn0058081
dm14048 FBgn0011227
dm12366 FBgn0032088
dm12367 FBgn0029701
dm12365 FBgn0030094
dm3569 FBgn0030619
dm3568 FBgn0025743
dm12360 FBgn0034399
dm12361 FBgn0052071
dm3564 FBgn0259683
dm3567 FBgn0051365
dm3566 FBgn0038337
dm8508 FBgn0031478
dm3562 FBgn0263112
dm8159 FBgn0032787
dm8509 FBgn0034390
dm1518 FBgn0051342
dm8158 FBgn0034650
dm1519 FBgn0019886
dm13417 FBgn0031579
dm13415 FBgn0052114
dm13946 FBgn0031049
dm13946 FBgn0033691
dm13413 FBgn0020765
dm13412 FBgn0034510
dm13411 FBgn0052709
dm13410 FBgn0052189
dm13410 FBgn0052188
dm13949 FBgn0051704
dm13948 FBgn0046297
dm13419 FBgn0033687
dm4421 FBgn0032856
dm12705 FBgn0033770
dm7011 FBgn0039049
dm7010 FBgn0035928
dm7013 FBgn0036880
dm7015 FBgn0036220
dm12706 FBgn0035583
dm7017 FBgn0045470
dm1513 FBgn0262593
dm12090 FBgn0261593
dm12091 FBgn0037603
dm12092 FBgn0051263
dm12093 FBgn0033459
dm12095 FBgn0038491
dm12096 FBgn0032419
dm12097 FBgn0024986
dm12099 FBgn0037087
dm3703 FBgn0024997
dm3702 FBgn0033225
dm5473 FBgn0000404
dm3707 FBgn0030598
dm146 FBgn0038108
dm4933 FBgn0029733
dm4931 FBgn0035619
dm4285 FBgn0052181
dm4936 FBgn0052150
dm4935 FBgn0050438
dm4934 FBgn0051225
dm4289 FBgn0038752
dm4939 FBgn0033748
dm4938 FBgn0038660
dm1835 FBgn0064766
dm13735 FBgn0010387
dm1834 FBgn0031634
dm5476 FBgn0032235
dm12608 FBgn0004425
dm9721 FBgn0260477
dm10962 FBgn0036972
dm4844 FBgn0038082
dm1730 FBgn0030617
dm10963 FBgn0036713
dm1731 FBgn0030033
dm10960 FBgn0034299
dm4842 FBgn0037770
dm12605 FBgn0031040
dm10961 FBgn0053051
dm12604 FBgn0050411
dm4840 FBgn0037547
dm10967 FBgn0032445
dm10964 FBgn0053093
dm12601 FBgn0035427
dm10965 FBgn0052441
dm12718 FBgn0001280
dm12600 FBgn0004429
dm5884 FBgn0033639
dm5885 FBgn0035064
dm5887 FBgn0004842
dm5880 FBgn0034315
dm5882 FBgn0031832
dm5883 FBgn0051133
dm1739 FBgn0000416
dm5888 FBgn0028864
dm5888 FBgn0051780
dm5889 FBgn0050259
dm6333 FBgn0035877
dm6331 FBgn0027106
dm10809 FBgn0086904
dm10808 FBgn0038568
dm10805 FBgn0038063
dm6337 FBgn0037356
dm10807 FBgn0032181
dm10801 FBgn0034499
dm6599 FBgn0036929
dm6336 FBgn0035669
dm6334 FBgn0042103
dm8700 FBgn0034402
dm8701 FBgn0051525
dm8702 FBgn0035914
dm8703 FBgn0039367
dm8704 FBgn0036211
dm8705 FBgn0039630
dm11318 FBgn0040286
dm8708 FBgn0037665
dm8709 FBgn0026400
dm11314 FBgn0051482
dm11312 FBgn0039404
dm11310 FBgn0002733
dm11311 FBgn0040371
dm12959 FBgn0262512
dm12958 FBgn0032297
dm13223 FBgn0030272
dm9608 FBgn0003482
dm546 FBgn0034391
dm12951 FBgn0037061
dm12950 FBgn0033480
dm12953 FBgn0029522
dm12952 FBgn0036605
dm12955 FBgn0039942
dm12954 FBgn0038509
dm12957 FBgn0033828
dm12956 FBgn0033570
dm9156 FBgn0015524
dm544 FBgn0051151
dm13226 FBgn0033961
dm6868 FBgn0038948
dm6867 FBgn0005278
dm6866 FBgn0029725
dm6865 FBgn0037241
dm6864 FBgn0033164
dm6863 FBgn0052564
dm6862 FBgn0052187
dm6861 FBgn0032477
dm6860 FBgn0028946
dm3918 FBgn0033627
dm541 FBgn0035227
dm3919 FBgn0031875
dm9400 FBgn0032161
dm540 FBgn0036348
dm9401 FBgn0051296
dm9402 FBgn0050410
dm5347 FBgn0038450
dm9403 FBgn0050158
dm9606 FBgn0036221
dm3091 FBgn0015381
dm5344 FBgn0004889
dm973 FBgn0260966
dm549 FBgn0004860
dm3912 FBgn0051646
dm9607 FBgn0038705
dm5719 FBgn0035943
dm3913 FBgn0004244
dm4502 FBgn0038695
dm10379 FBgn0029729
dm10378 FBgn0036094
dm10373 FBgn0051245
dm10372 FBgn0050073
dm10371 FBgn0035537
dm10370 FBgn0029644
dm10377 FBgn0002936
dm10376 FBgn0030484
dm10375 FBgn0024977
dm10374 FBgn0011824
dm6529 FBgn0046302
dm7432 FBgn0031065
dm4500 FBgn0051901
dm1553 FBgn0032066
dm1550 FBgn0028471
dm1556 FBgn0000482
dm1557 FBgn0005596
dm1554 FBgn0032187
dm1555 FBgn0051077
dm1558 FBgn0032648
dm4708 FBgn0033186
dm4709 FBgn0020764
dm4501 FBgn0035187
dm9603 FBgn0040361
dm7576 FBgn0052193
dm13778 FBgn0047338
dm7248 FBgn0039809
dm13772 FBgn0052230
dm13773 FBgn0040600
dm7246 FBgn0024294
dm13776 FBgn0040343
dm7242 FBgn0041236
dm7243 FBgn0003042
dm3959 FBgn0043456
dm3954 FBgn0033486
dm3955 FBgn0031643
dm3956 FBgn0032848
dm3957 FBgn0027356
dm3950 FBgn0010173
dm3951 FBgn0050125
dm3952 FBgn0039879
dm3953 FBgn0002781
dm13725 FBgn0050369
dm9945 FBgn0033485
dm9944 FBgn0051548
dm9947 FBgn0021765
dm9941 FBgn0015010
dm9940 FBgn0038564
dm9943 FBgn0032782
dm12509 FBgn0034472
dm9949 FBgn0031284
dm9948 FBgn0032813
dm5075 FBgn0000492
dm5074 FBgn0038809
dm5077 FBgn0053111
dm5076 FBgn0039667
dm5071 FBgn0002021
dm5073 FBgn0033423
dm5072 FBgn0037293
dm5079 FBgn0039006
dm5078 FBgn0031961
dm13727 FBgn0058269
dm12429 FBgn0036610
dm12428 FBgn0029647
dm798 FBgn0041097
dm799 FBgn0260935
dm792 FBgn0029114
dm793 FBgn0086841
dm12423 FBgn0053333
dm12130 FBgn0261534
dm796 FBgn0026369
dm12427 FBgn0039145
dm12426 FBgn0051515
dm13726 FBgn0259999
dm9612 FBgn0032406
dm2399 FBgn0030268
dm2397 FBgn0001079
dm2396 FBgn0039055
dm2391 FBgn0040601
dm2390 FBgn0262740
dm2393 FBgn0031492
dm537 FBgn0259680
dm534 FBgn0014075
dm535 FBgn0005410
dm532 FBgn0011747
dm3043 FBgn0039877
dm3040 FBgn0036565
dm3041 FBgn0259938
dm3046 FBgn0038465
dm3047 FBgn0036310
dm3044 FBgn0039217
dm539 FBgn0028539
dm6672 FBgn0036000
dm6673 FBgn0262716
dm6670 FBgn0051475
dm6671 FBgn0037220
dm6676 FBgn0050431
dm6674 FBgn0037555
dm6675 FBgn0029532
dm750 FBgn0036321
dm8247 FBgn0036346
dm6679 FBgn0034550
dm4509 FBgn0032955
dm5324 FBgn0064424
dm5310 FBgn0039331
dm5327 FBgn0046332
dm4383 FBgn0003447
dm5326 FBgn0011576
dm633 FBgn0002543
dm11815 FBgn0032360
dm11817 FBgn0030938
dm11816 FBgn0259225
dm11811 FBgn0036502
dm11810 FBgn0050447
dm11813 FBgn0040512
dm11812 FBgn0001228
dm11931 FBgn0038976
